2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=22, roomName='医疗救助室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=550, centerY=722, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=25, roomName='测谎室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=627, centerY=521, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=24, roomName='案审指挥室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=712, centerY=732, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=27, roomName='讯（询）问室5', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1409, centerY=525, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=26, roomName='讯（询）问室4', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1411, centerY=616, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=29, roomName='讯（询）问室7', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1412, centerY=367, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=28, roomName='讯（询）问室6', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1413, centerY=450, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=31, roomName='合成作战室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=840, centerY=527, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.001[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=30, roomName='讯（询）问室8', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1417, centerY=285, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=34, roomName='候问室2', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1400, centerY=118, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=35, roomName='候问室3', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1150, centerY=119, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=32, roomName='监控室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1011, centerY=524, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=33, roomName='看管室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1190, centerY=285, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=38, roomName='候问室外走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1271, centerY=141, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=39, roomName='民警卫生间', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=947, centerY=710, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=36, roomName='未成年人候问室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1159, centerY=202, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=37, roomName='醒酒室', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1411, centerY=205, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=40, roomName='候问室外走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1271, centerY=141, mainNumR=0, mainNumC=0}
2019-10-30 17:16:51.002[main]INFO  com.zhixin.wolf.util.CoordinatesUtils -{roomId=41, roomName='送风机房外走廊', leftTopX=0, leftTopY=0, leftDownX=0, leftDownY=0, rightTopX=0, rightTopY=0, rightDownX=0, rightDownY=0, centerX=1292, centerY=759, mainNumR=0, mainNumC=0}
